country,region,region_code,start_date,end_date,days,year,week,population,total_deaths,covid_deaths,expected_deaths,excess_deaths,non_covid_deaths,covid_deaths_per_100k,excess_deaths_per_100k,excess_deaths_pct_change,zscore_total_deaths,normalized_total_deaths,month
Australia,Australia,0,2020-03-16,2020-03-22,7,2020,12,25921089,3095.0,4,2960.04747191006,134.952528089944,3091.0,0.0154314504301883,0.520628311912142,0.0455913391155371,-0.24764115504920972,-0.23477047560771636,3
Australia,Australia,0,2020-03-23,2020-03-29,7,2020,13,25921089,3143.0,9,2979.44747191006,163.552528089944,3134.0,0.0347207634679237,0.630963182487989,0.0548935766218057,-0.24307401614316104,-0.2255906676530133,3
Australia,Australia,0,2020-03-30,2020-04-05,7,2020,14,25921089,3217.0,19,2997.24747191006,219.752528089944,3198.0,0.0732993895433946,0.847775061032135,0.0733181127515967,-0.23603301032966936,-0.21143846372284608,3
Australia,Australia,0,2020-04-06,2020-04-12,7,2020,15,25921089,3140.0,25,3042.64747191006,97.3525280899439,3115.0,0.0964465651886771,0.375572677868372,0.031995993288314,-0.24335946232478908,-0.22616440565018223,4
Australia,Australia,0,2020-04-13,2020-04-19,7,2020,16,25921089,3084.0,7,3045.84747191006,38.1525280899441,3077.0,0.0270050382528296,0.147187211501585,0.0125260796680717,-0.24868779104851255,-0.2368741815973358,4
Australia,Australia,0,2020-04-20,2020-04-26,7,2020,17,25921089,3044.0,16,3037.64747191006,6.35252808994437,3028.0,0.0617258017207533,0.0245071805815889,0.0020912657405718,-0.2524937401368864,-0.24452402155958836,4
Australia,Australia,0,2020-04-27,2020-05-03,7,2020,18,25921089,3032.0,12,3070.84747191006,-38.8474719100568,3020.0,0.046294351290565,-0.149868209279544,-0.0126504075065301,-0.2536355248633986,-0.24681897354826413,4
Australia,Australia,0,2020-05-04,2020-05-10,7,2020,19,25921089,3161.0,2,3193.04747191006,-32.0474719100562,3159.0,0.0077157252150941,-0.123634743548221,-0.0100366412312966,-0.2413613390533928,-0.22214823966999964,5
Australia,Australia,0,2020-05-11,2020-05-17,7,2020,20,25921089,3150.0,2,3192.04747191006,-42.0474719100566,3148.0,0.0077157252150941,-0.162213369623694,-0.013172570984635,-0.24240797505269562,-0.2242519456596191,5
Australia,Australia,0,2020-05-18,2020-05-24,7,2020,21,25921089,3214.0,3,3266.64747191006,-52.6474719100556,3211.0,0.0115735878226412,-0.203106713263689,-0.0161166677343596,-0.2363184565112974,-0.21201220172001503,5
Australia,Australia,0,2020-05-25,2020-05-31,7,2020,22,25921089,3178.0,1,3283.44747191006,-105.447471910055,3177.0,0.003857862607547,-0.406801858942173,-0.0321148648827686,-0.2397438106908339,-0.2188970576860423,5
