country,region,region_code,start_date,end_date,days,year,week,population,total_deaths,covid_deaths,expected_deaths,excess_deaths,non_covid_deaths,covid_deaths_per_100k,excess_deaths_per_100k,excess_deaths_pct_change,zscore_total_deaths,normalized_total_deaths,month,mortality_rate_per_capita,excess_mortality_rate_per_capita
Australia,Australia,0,2020-06-22,2020-06-28,7,2020,26,25921089,-0.24184657757279995,2,-0.08250365007738807,-0.5750966153129833,-0.1817201522528316,0.0077157252150941,-1.25938949521008,-0.0964551746243604,-0.2511616579559556,-0.24184657757279995,6,11.797343853878978,-1.259389495210078
Australia,Australia,0,2020-06-29,2020-07-05,7,2020,27,25921089,-0.21124721772378977,2,-0.06503638302634755,-0.5221121692789643,-0.14747915927212457,0.0077157252150941,-0.939186898783674,-0.0703311183791339,-0.23593786160246,-0.21124721772378977,6,12.41460187108651,-0.9391868987836738
Australia,Australia,0,2020-07-06,2020-07-12,7,2020,28,25921089,-0.21526338370397236,2,-0.06916500978386844,-0.5238995963740866,-0.1519732896008424,0.0077157252150941,-0.949988914084798,-0.0715160539342387,-0.2379359848738563,-0.21526338370397236,7,12.333586756328021,-0.9499889140847979
Australia,Australia,0,2020-07-13,2020-07-19,7,2020,29,25921089,-0.21392466171057817,15,-0.04988296174050976,-0.5736922083096738,-0.1532573268376189,0.0578679391132062,-1.25090219747349,-0.0919004334280794,-0.23726994378339086,-0.21392466171057817,7,12.360591794580852,-1.2509021974734857
Australia,Australia,0,2020-07-20,2020-07-26,7,2020,30,25921089,-0.18944517383137,38,-0.044892314011641045,-0.5060253254228523,-0.1307866751940299,0.146598779086789,-0.841968761073487,-0.0614738757331306,-0.22509090670059442,-0.18944517383137,7,12.854398208346877,-0.8419687610734873
Australia,Australia,0,2020-07-27,2020-08-02,7,2020,31,25921089,-0.1854290078511874,60,-0.05505508756861011,-0.4640207886874481,-0.1310006814001593,0.231471756452825,-0.588121401496885,-0.0434887337869575,-0.22309278342919814,-0.1854290078511874,7,12.935413323105367,-0.5881214014968854
Australia,Australia,0,2020-08-03,2020-08-09,7,2020,32,25921089,-0.1768229378936533,92,-0.04997370079012558,-0.44959369856252357,-0.12821860072047686,0.354923359894332,-0.500933706566329,-0.0368064302507266,-0.2188110907047775,-0.1768229378936533,8,13.109017140444987,-0.5009337065663291
Australia,Australia,0,2020-08-10,2020-08-16,7,2020,33,25921089,-0.16152325796914818,108,-0.03958407960911929,-0.4277615533292272,-0.11452220352819405,0.416649161615085,-0.36899480538821,-0.0267646634599155,-0.2111991925280297,-0.16152325796914818,8,13.417646149048755,-0.36899480538821
Australia,Australia,0,2020-08-17,2020-08-23,7,2020,34,25921089,-0.1936525858106089,96,-0.034185106156977285,-0.5502003093451935,-0.14790717168438342,0.37035481032452,-1.10893285351576,-0.0799031741685001,-0.22718417869920005,-0.1936525858106089,8,12.769525230980843,-1.108932853515757
Australia,Australia,0,2020-08-24,2020-08-30,7,2020,35,25921089,-0.19881622778512936,135,-0.03237032516466366,-0.5725431480342353,-0.1620315812889251,0.520811452018856,-1.24395804477989,-0.0894334127517402,-0.22975319433385244,-0.19881622778512936,8,12.665362940577072,-1.2439580447798895
Australia,Australia,0,2020-08-31,2020-09-06,7,2020,36,25921089,-0.19747750579173518,110,-0.047296898826459585,-0.5260700435610236,-0.15518338269278367,0.424364886830179,-0.963105646950466,-0.0705289082857016,-0.229087153243387,-0.19747750579173518,8,12.692367978829902,-0.9631056469504656
Australia,Australia,0,2020-09-07,2020-09-13,7,2020,37,25921089,-0.20723105174360718,54,-0.06644283829539233,-0.5047485917834776,-0.15411335166213658,0.208324580807542,-0.834253035858389,-0.0625852341020652,-0.2339397383310637,-0.20723105174360718,9,12.495616985844999,-0.8342530358583893
Australia,Australia,0,2020-09-14,2020-09-20,7,2020,38,25921089,-0.23381424561243477,35,-0.07801206712140618,-0.5609248719159329,-0.17979409639766686,0.135025191264148,-1.17374494532254,-0.0893729008894152,-0.24716541141316298,-0.23381424561243477,9,11.959374083395955,-1.1737449453225364
Australia,Australia,0,2020-09-21,2020-09-27,7,2020,39,25921089,-0.22520817565490067,24,-0.10546062963018413,-0.45495597984789354,-0.16780974885441938,0.09258870258113,-0.533339752469721,-0.0421069301333028,-0.24288371868874237,-0.22520817565490067,9,12.132977900735575,-0.5333397524697207
Australia,Australia,0,2020-09-28,2020-10-04,7,2020,40,25921089,-0.21794082769076073,19,-0.10482545628287362,-0.43248546779491176,-0.15860748199085437,0.0732993895433946,-0.397542988684063,-0.0313590941065017,-0.23926806705478715,-0.21794082769076073,9,12.279576679822364,-0.3975429886840634
Australia,Australia,0,2020-10-05,2020-10-11,7,2020,41,25921089,-0.244906513557701,4,-0.11516970793907423,-0.49338566239305004,-0.18557226396316118,0.0154314504301883,-0.765583081444055,-0.0612407618485747,-0.25268403759130514,-0.244906513557701,10,11.735618052158225,-0.7655830814440552
Australia,Australia,0,2020-10-12,2020-10-18,7,2020,42,25921089,-0.2523651075208972,7,-0.12773706631086185,-0.4829164465501835,-0.19456052462059675,0.0270050382528296,-0.702314134680283,-0.0571569100666769,-0.25639483795246965,-0.2523651075208972,10,11.585161410463888,-0.7023141346802829
Australia,Australia,0,2020-10-19,2020-10-25,7,2020,43,25921089,-0.25982370148409345,0,-0.1423914228238127,-0.46657425596619667,-0.20140872321673817,0.0,-0.603552851927078,-0.0501362299216326,-0.2601056383136342,-0.25982370148409345,10,11.434704768769553,-0.6035528519270776
Australia,Australia,0,2020-10-26,2020-11-01,7,2020,44,25921089,-0.24605398955203886,2,-0.14416083429132062,-0.41563258375517537,-0.18642828878767884,0.0077157252150941,-0.295695415844821,-0.0246245270631389,-0.2532549299545612,-0.24605398955203886,10,11.712470876512944,-0.2956954158448208
Australia,Australia,0,2020-11-02,2020-11-08,7,2020,45,25921089,-0.2464364815501515,0,-0.15541247644367928,-0.3852463231380747,-0.18642828878767884,0.0,-0.112061155725578,-0.0094831935111819,-0.2534452274089799,-0.2464364815501515,11,11.704755151297848,-0.11206115572557813
Australia,Australia,0,2020-11-09,2020-11-15,7,2020,46,25921089,-0.22769437364263273,0,-0.1661650538231509,-0.2924277875555874,-0.16545568058699578,0.0,0.448872067411767,0.0385829342367541,-0.24412065214246387,-0.22769437364263273,11,12.082825686837463,0.44887206741176655
Australia,Australia,0,2020-11-16,2020-11-22,7,2020,47,25921089,-0.24471526755864467,0,-0.15940499462677424,-0.368265765734401,-0.18450223293251408,0.0,-0.0094420103648261,-0.0008036493594568,-0.25258888886409575,-0.24471526755864467,11,11.739475914765773,-0.009442010364826146
Australia,Australia,0,2020-11-23,2020-11-29,7,2020,48,25921089,-0.26116242347748764,1,-0.16770761766661946,-0.39980108662693775,-0.2031207728657735,0.003857862607547,-0.20002042317765,-0.0172316717261665,-0.2607716794040996,-0.26116242347748764,11,11.407699730516724,-0.20002042317765045
Australia,Australia,0,2020-11-30,2020-12-06,7,2020,49,25921089,-0.2326667696180969,0,-0.1757380235576173,-0.2820862450766583,-0.17101984194636066,0.0,0.511369441654029,0.0445787354046621,-0.2465945190499069,-0.2326667696180969,11,11.982521259041238,0.5113694416540293
Australia,Australia,0,2020-12-07,2020-12-13,7,2020,50,25921089,-0.251600123524672,0,-0.16013090702370056,-0.3892041974201342,-0.19220645635317316,0.0,-0.135979903892371,-0.0115859976006258,-0.2560142430436323,-0.251600123524672,12,11.600592860894077,-0.1359799038923712
Australia,Australia,0,2020-12-14,2020-12-20,7,2020,51,25921089,-0.2439502835624194,0,-0.16961313770855116,-0.3369857915697388,-0.1836462081079964,0.0,0.179593257404981,0.0155151951586425,-0.2522082939552584,-0.2439502835624194,12,11.754907365195962,0.17959325740498092
Australia,Australia,0,2020-12-21,2020-12-27,7,2020,52,25921089,-0.24012536358129313,1,-0.18295177800207296,-0.2866824861784045,-0.17958009019153742,0.003857862607547,0.48359283087969,0.0426130354799266,-0.2503053194110714,-0.24012536358129313,12,11.832064617346903,0.48359283087969024
Australia,Australia,0,2020-12-28,2021-01-03,7,2020,53,25921089,-0.25542504350579825,0,-0.18162478312268326,-0.341486098332014,-0.19648658047576154,0.0,0.152396409691019,0.0134021532265678,-0.2579172175878192,-0.25542504350579825,12,11.523435608743135,0.15239640969101914
Australia,Australia,0,2021-01-04,2021-01-10,7,2021,1,25921089,-0.24739271154543305,0,-0.17041287116522372,-0.3462258823097293,-0.18749831981832593,0.0,0.123752321665823,0.0107036315584352,-0.25392097104502664,-0.24739271154543305,1,11.685465838260113,0.12375232166582276
Australia,Australia,0,2021-01-11,2021-01-17,7,2021,2,25921089,-0.2625011454708818,0,-0.17241669184416802,-0.39101795415796736,-0.20440481010255004,0.0,-0.146941037964948,-0.0127468495191633,-0.2614377204945651,-0.2625011454708818,1,11.380694692263894,-0.14694103796494776
Australia,Australia,0,2021-01-18,2021-01-24,7,2021,3,25921089,-0.22463443765773172,0,-0.17797445863313546,-0.2489813367776135,-0.1620315812889251,0.0,0.711433392214278,0.0622256663684573,-0.24259827250711433,-0.22463443765773172,1,12.144551488558216,0.7114333922142777
Australia,Australia,0,2021-01-25,2021-01-31,7,2021,4,25921089,-0.2636486214652197,0,-0.17608406176614053,-0.3845278914911495,-0.20568884733932655,0.0,-0.107719434788218,-0.009395283620064,-0.2620086128578212,-0.2636486214652197,1,11.357547516618611,-0.10771943478821783
Australia,Australia,0,2021-02-01,2021-02-07,7,2021,5,25921089,-0.23993411758223682,0,-0.18523358260239906,-0.27962294412258876,-0.1791520777792786,0.0,0.526255987052018,0.0465315212771544,-0.2502101706838621,-0.23993411758223682,2,11.83592247995445,0.5262559870520177
Australia,Australia,0,2021-02-08,2021-02-14,7,2021,6,25921089,-0.2602061934822061,0,-0.17805007450781687,-0.3675047762994964,-0.201836735628997,0.0,-0.004843098586961,-0.0004236502536711,-0.2602959357680529,-0.2602061934822061,2,11.426989043554459,-0.0048430985869610645
Australia,Australia,0,2021-02-15,2021-02-21,7,2021,7,25921089,-0.2655610814557829,0,-0.17699145226229848,-0.38835809240927144,-0.20782890940062074,0.0,-0.1308666104335,-0.0114295624965384,-0.2629601001299146,-0.2655610814557829,2,11.31896889054314,-0.1308666104335003
Australia,Australia,0,2021-02-22,2021-02-28,7,2021,8,25921089,-0.2437590375633631,0,-0.1650441440628847,-0.34920492746846993,-0.183432201901867,0.0,0.105748962829386,0.0090748146595514,-0.25211314522804906,-0.2437590375633631,2,11.758765227803508,0.10574896282938615
Australia,Australia,0,2021-03-01,2021-03-07,7,2021,9,25921089,-0.2397428715831805,0,-0.17329960276291662,-0.3125677227671573,-0.17893807157314917,0.0,0.327159753151395,0.0284174876267795,-0.25011502195665275,-0.2397428715831805,3,11.839780342561996,0.327159753151395
Australia,Australia,0,2021-03-08,2021-03-14,7,2021,10,25921089,-0.23056306362847745,0,-0.16431643685095285,-0.30720544148178625,-0.16866577367893706,0.0,0.359565799054792,0.0308232934338557,-0.24554788305060407,-0.23056306362847745,3,12.024957747724256,0.35956579905479247
Australia,Australia,0,2021-03-15,2021-03-21,7,2021,11,25921089,-0.2368741815973358,0,-0.178880054314288,-0.2872883967075523,-0.17572797848120789,0.0,0.479931112410262,0.0420338939295291,-0.24868779104851255,-0.2368741815973358,3,11.897648281675202,0.4799311124102618
Australia,Australia,0,2021-03-22,2021-03-28,7,2021,12,25921089,-0.24567149755392623,0,-0.1716209303450244,-0.3370810086431372,-0.18557226396316118,0.0,0.179017829021589,0.0155112391601906,-0.2530646325001425,-0.24567149755392623,3,11.720186601728036,0.17901782902158855
Australia,Australia,0,2021-03-29,2021-04-04,7,2021,13,25921089,-0.23496172160677267,0,-0.16722008643865832,-0.3137167830425939,-0.1735879164199137,0.0,0.32021560045781,0.027566743177734,-0.24773630377641906,-0.23496172160677267,3,11.936226907750674,0.3202156004578095
Australia,Australia,0,2021-04-05,2021-04-11,7,2021,14,25921089,-0.26173616147465656,0,-0.1631821987307554,-0.41445106718919955,-0.20354878527803236,0.0,-0.288555119013117,-0.0246951639116404,-0.2610571255857277,-0.26173616147465656,4,11.396126142694081,-0.2885551190131175
Australia,Australia,0,2021-04-12,2021-04-18,7,2021,15,25921089,-0.2049360997549314,1,-0.15288331659936277,-0.253837975355955,-0.14020294826372434,0.003857862607547,0.682083113045725,0.0575120566805729,-0.23279795360455155,-0.2049360997549314,4,12.541911337135566,0.682083113045725
Australia,Australia,0,2021-04-19,2021-04-25,7,2021,16,25921089,-0.20665731374643823,0,-0.15215740420243634,-0.2616260505561355,-0.1419149979127597,0.0,0.635017189233654,0.0534878634830445,-0.23365429214943567,-0.20665731374643823,4,12.507190573667643,0.6350171892336545
Australia,Australia,0,2021-04-26,2021-05-02,7,2021,17,25921089,-0.20091993377474882,0,-0.1540175547195602,-0.23724043804409276,-0.13549481172887712,0.0,0.782387540841953,0.0660770212166313,-0.23079983033315526,-0.20091993377474882,4,12.622926451894056,0.782387540841953
Australia,Australia,0,2021-05-03,2021-05-09,7,2021,18,25921089,-0.18370779385968058,0,-0.14648621360144917,-0.2009812026858727,-0.11623425317722941,0.0,1.00151413695062,0.0836783305983566,-0.222236444884314,-0.18370779385968058,5,12.97013408657329,1.0015141369506235
Australia,Australia,0,2021-05-10,2021-05-16,7,2021,19,25921089,-0.18370779385968058,0,-0.11876543394382387,-0.27898962805162214,-0.11623425317722941,0.0,0.53008332630837,0.0426110259936809,-0.222236444884314,-0.18370779385968058,5,12.97013408657329,0.5300833263083701
Australia,Australia,0,2021-05-17,2021-05-23,7,2021,20,25921089,-0.18447277785590585,0,-0.11899228156786336,-0.2809047285106831,-0.11709027800174708,0.0,0.518509738485729,0.0416936069384537,-0.2226170397931514,-0.18447277785590585,5,12.954702636143104,0.5185097384857288
Australia,Australia,0,2021-05-24,2021-05-30,7,2021,21,25921089,-0.1559771239965151,0,-0.10206944881451763,-0.23341023712597084,-0.08520335328846364,0.0,0.805534716487236,0.0633083452141983,-0.20843987943895864,-0.1559771239965151,5,13.529524164667619,0.8055347164872355
Australia,Australia,0,2021-05-31,2021-06-06,7,2021,22,25921089,-0.18198657986817376,0,-0.09825840873065421,-0.33095268717414195,-0.11430819732206463,0.0,0.216053310054042,0.0168939450173251,-0.22138010633942987,-0.18198657986817376,5,13.004854850041214,0.21605331005404174
Australia,Australia,0,2021-06-07,2021-06-13,7,2021,23,25921089,-0.14660607004275572,0,-0.08228833599827429,-0.2577958496380136,-0.07471704918812211,0.0,0.658164364878937,0.0503939093323276,-0.20377759180570063,-0.14660607004275572,6,13.718559432437425,0.658164364878937
Australia,Australia,0,2021-06-14,2021-06-20,7,2021,24,25921089,-0.15980204397764136,0,-0.0939936733987118,-0.2689034323005672,-0.08948347741105202,0.0,0.591037555507618,0.0459546240595652,-0.2103428539831456,-0.15980204397764136,6,13.452366912516675,0.5910375555076177
Australia,Australia,0,2021-06-21,2021-06-27,7,2021,25,25921089,-0.16668689994366867,0,-0.0874604618263769,-0.31026960221628275,-0.0971877008317111,0.0,0.341048058538573,0.026290209779708,-0.2137682081626821,-0.16668689994366867,6,13.313483858644982,0.34104805853857295
Australia,Australia,0,2021-06-28,2021-07-04,7,2021,26,25921089,-0.1643919479549929,0,-0.07534679870266599,-0.3366979885513248,-0.09461962635815808,0.0,0.181332546586118,0.0137597825432787,-0.21262642343616994,-0.1643919479549929,6,13.359778209935547,0.18133254658611797
Australia,Australia,0,2021-07-05,2021-07-11,7,2021,27,25921089,-0.14985725202671304,1,-0.057879531651625474,-0.3373363553710121,-0.07856916089845166,0.003857862607547,0.177474683978569,0.0131701732551941,-0.20539512016825953,-0.14985725202671304,7,13.652975768109124,0.17747468397856936
Australia,Australia,0,2021-07-12,2021-07-18,7,2021,28,25921089,-0.14105993607012263,3,-0.06200815840914637,-0.2963532055471068,-0.06915288782875721,0.0115735878226412,0.425149463383097,0.0317150563172688,-0.20101827871662956,-0.14105993607012263,7,13.830437448056292,0.42514946338309706
Australia,Australia,0,2021-07-19,2021-07-25,7,2021,29,25921089,-0.13589629409560217,4,-0.04272611036578769,-0.33337848108895435,-0.06358872646939231,0.0154314504301883,0.201393432145352,0.0146647059436327,-0.1984492630819772,-0.13589629409560217,7,13.934599738460062,0.2013934321453516
Australia,Australia,0,2021-07-26,2021-08-01,7,2021,30,25921089,-0.12595150214467385,8,-0.037735462636918966,-0.3142274764983431,-0.05331642857518021,0.0308629008603767,0.317129310371775,0.0229503177584378,-0.19350152926709113,-0.12595150214467385,7,14.135208594052509,0.31712931037177455
Australia,Australia,0,2021-08-02,2021-08-08,7,2021,31,25921089,-0.16420070195593658,15,-0.04789823619388804,-0.4133020069137629,-0.09761571324396995,0.0578679391132062,-0.281610966319532,-0.0206380262312217,-0.21253127470896058,-0.16420070195593658,8,13.363636072543093,-0.281610966319532
Australia,Australia,0,2021-08-09,2021-08-15,7,2021,32,25921089,-0.1714680499200765,27,-0.04281684941540351,-0.45185936282285744,-0.1083160235504409,0.104162290403771,-0.51462586781538,-0.0374773151490363,-0.21614692634291577,-0.1714680499200765,8,13.217037293456306,-0.51462586781538
Australia,Australia,0,2021-08-16,2021-08-22,7,2021,33,25921089,-0.15846332198424717,18,-0.03242722823439505,-0.43768761942580514,-0.09183754567847563,0.0694415269358475,-0.428981317927827,-0.0308434298180595,-0.20967681289268017,-0.15846332198424717,8,13.479371950769506,-0.428981317927827
Australia,Australia,0,2021-08-23,2021-08-29,7,2021,34,25921089,-0.17471923190403385,19,-0.027028254782255214,-0.5071419294077515,-0.11024207940560567,0.0732993895433946,-0.848716769628965,-0.0606218885524653,-0.21776445470547467,-0.17471923190403385,8,13.151453629128005,-0.8487167696289651
Australia,Australia,0,2021-08-30,2021-09-05,7,2021,35,25921089,-0.16094951997197926,41,-0.025213473789939315,-0.466286452947782,-0.09954176909913472,0.15817236690943,-0.601813562745936,-0.0428916067615895,-0.21091374634640167,-0.16094951997197926,8,13.429219736871396,-0.6018135627459363
Australia,Australia,0,2021-09-06,2021-09-12,7,2021,36,25921089,-0.17605795389742804,54,-0.04014004745173762,-0.47471289496765146,-0.11923034006304127,0.208324580807542,-0.652737349165566,-0.0473781330967248,-0.21843049579594012,-0.17605795389742804,9,13.124448590875174,-0.6527373491655656
Australia,Australia,0,2021-09-13,2021-09-19,7,2021,37,25921089,-0.16152325796914818,69,-0.059285986920670254,-0.37231885708985835,-0.10617596148914671,0.266192519920749,-0.0339361869150081,-0.0025228397721133,-0.2111991925280297,-0.16152325796914818,9,13.417646149048755,-0.033936186915008125
Australia,Australia,0,2021-09-20,2021-09-26,7,2021,38,25921089,-0.1854290078511874,78,-0.0708552157466841,-0.419558001746696,-0.13485279311048887,0.300913283388672,-0.319418019873498,-0.0240982334371765,-0.22309278342919814,-0.1854290078511874,9,12.935413323105367,-0.3194180198734976
Australia,Australia,0,2021-09-27,2021-10-03,7,2021,39,25921089,-0.15482964800217722,101,-0.09830377825546206,-0.24017692541465352,-0.10553394287075844,0.389644123362255,0.764641372847233,0.05979352369306,-0.20786898707570256,-0.15482964800217722,9,13.552671340312902,0.7646413728472327
Australia,Australia,0,2021-10-04,2021-10-10,7,2021,40,25921089,-0.18007411987761063,102,-0.09766860490815156,-0.32622877270845846,-0.13399676828597118,0.393501985969802,0.244601493349889,0.0191112355939371,-0.2204286190673364,-0.18007411987761063,10,13.043433476116686,0.24460149334988895
Australia,Australia,0,2021-10-11,2021-10-17,7,2021,41,25921089,-0.18829769783703212,95,-0.10801285656435215,-0.3245690189772727,-0.14170099170663025,0.366496947716973,0.254631936129509,0.0201722001169715,-0.22452001433733834,-0.18829769783703212,10,12.877545383992162,0.2546319361295091
Australia,Australia,0,2021-10-18,2021-10-24,7,2021,42,25921089,-0.1881064518379758,105,-0.12058021493613977,-0.28856513034692627,-0.14362704756179503,0.405075573792444,0.472215387195168,0.0380536899388846,-0.22442486561012898,-0.1881064518379758,10,12.881403246599708,0.47221538719516765
Australia,Australia,0,2021-10-25,2021-10-31,7,2021,43,25921089,-0.1949913078040031,95,-0.13523457144909062,-0.2703078393038785,-0.14919120892115992,0.366496947716973,0.582550257771014,0.0479072120150812,-0.2278502197896655,-0.1949913078040031,10,12.742520192728016,0.5825502577710142
Australia,Australia,0,2021-11-01,2021-11-07,7,2021,44,25921089,-0.19843373578701673,84,-0.13700398291659865,-0.27681918086468643,-0.15068925236406586,0.324060459033955,0.54320005917403,0.0447819864312282,-0.22956289687943374,-0.19843373578701673,11,12.673078665792167,0.54320005917403
